id,inegi,fecha_de_inicio_de_reporte_en_la_cbpcdmx,fuente_de_reporte,origen_de_la_noticia,sexo,edad,lugar_de_nacimiento,nacionalidad,escolaridad,estado_civil,parentesco_reportante,fecha_de_desaparicion,year_desaparicion,cve_ent_desp,entidad_de_desaparicion,cv_mun_desp,municipio_alcadia_de_la_desaparicion,colonia_de_la_desaparicion,circunstancias_de_la_desaparicion,estatus_de_localizacion,condicion_localizacion,fecha_de_localizacion,year_localizacion,estado_de_salud,constancia_de_localizacion,municipio_alcaldia_de_la_localizacion,tipo_de_lugar_de_la_localizacion,motivo_referido_de_desaparicion
262,09003,2021-09-15,noticia,autoridades en general,mujer,15,ciudad de mexico,mexicana,NA,soltero/a,familiar,2021-09-12,2021,09,ciudad de méxico,003,coyoacán,pedregal de santo domingo,se desconoce,localizado,con vida,2021-09-17,2021,NA,informe por institucion,NA,agencia del ministerio público,problemas o violencia familiares
263,09017,2021-09-15,noticia,redes sociales y reportes telefónicos,hombre,33,veracruz,mexicana,NA,NA,familiar,2021-09-10,2021,09,ciudad de méxico,017,venustiano carranza,10 de mayo,se encontraba en el trayecto de una ciudad o comunidad a otra,localizado,con vida,2021-09-29,2021,buen estado de salud,informe dado por familiar,altotonga,domicilio de la persona,extravio o desorientacion
264,"NANA",2021-09-15,noticia,portal CNB,hombre,16,san luis potosi,mexicana,secundaria,soltero/a,familiar,2000-01-01,2000,NA,ciudad de méxico,NA,se desconoce,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
265,09007,2021-09-15,noticia,portal CNB,hombre,24,michoacan,mexicana,secundaria,soltero/a,familiar,2021-09-07,2021,09,ciudad de méxico,007,iztapalapa,central de abasto,se encontraba en su trabajo,localizado,con vida,2021-09-12,2021,mal estado por violencia,informe dado por familiar,NA,NA,victima de delito
266,09010,2021-09-14,noticia,sociedad civil y organismos internacionales,hombre,26,NA,mexicana,NA,NA,familiar,2021-08-28,2021,09,ciudad de méxico,010,álvaro obregón,ampliacion las aguilas,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
267,09013,2021-09-14,noticia,sociedad civil y organismos internacionales,hombre,24,NA,mexicana,NA,NA,familiar,2021-02-20,2021,09,ciudad de méxico,013,xochimilco,cerrillos tercera seccion,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
268,"NANA",2021-09-14,reporte,NA,hombre,26,veracruz,mexicana,primaria,NA,familiar,2021-09-02,2021,NA,ciudad de méxico,NA,se desconoce,NA,ultimo contacto via telefonica o mensaje de texto,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
269,09013,2021-09-14,noticia,portal CNB,hombre,82,guanajuato,mexicana,primaria,casado/a,familiar,2021-09-11,2021,09,ciudad de méxico,013,xochimilco,santa maria tepepan,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-09-12,2021,buen estado de salud,informe dado por familiar,xochimilco,en un lugar publico,extravio o desorientacion
270,09010,2021-09-13,reporte,NA,hombre,38,NA,mexicana,NA,NA,familiar,2021-09-13,2021,09,ciudad de méxico,010,álvaro obregón,acueducto,iba rumbo a su trabajo,localizado,con vida,NA,NA,NA,informe dado por familiar,NA,NA,NA
271,09010,2021-09-13,reporte,NA,hombre,67,ciudad de mexico,mexicana,NA,casado/a,familiar,2021-03-01,2021,09,ciudad de méxico,010,álvaro obregón,olivar del conde 2a seccion,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
272,09011,2021-09-13,reporte,NA,mujer,16,ciudad de mexico,mexicana,NA,soltero/a,familiar,2021-09-10,2021,09,ciudad de méxico,011,tláhuac,la estacion,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-09-18,2021,buen estado de salud,informe por institucion,tlahuac,domicilio de la persona,ausencia deliberada
273,09008,2021-09-10,noticia,portal CNB,hombre,28,NA,mexicana,NA,NA,otros,2021-09-01,2021,09,ciudad de méxico,008,la magdalena contreras,san jeronimo aculco,se desconoce,localizado,con vida,2021-09-09,2021,buen estado de salud,informe por institucion,NA,NA,problemas o violencia familiares
274,09005,2021-09-10,noticia,portal CNB,hombre,58,ciudad de mexico,mexicana,licenciatura,NA,familiar,2021-08-31,2021,09,ciudad de méxico,005,gustavo a. madero,NA,ultimo contacto via telefonica o mensaje de texto,localizado,con vida,2021-09-10,2021,buen estado de salud,informe dado por familiar,NA,NA,NA
275,09008,2021-09-10,noticia,portal CNB,mujer,NA,NA,mexicana,NA,NA,NA,2021-08-23,2021,09,ciudad de méxico,008,la magdalena contreras,NA,refirio problemas familiares antes de desaparecer,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
276,09016,2021-09-11,reporte,NA,hombre,34,oaxaca,mexicana,NA,NA,otros,2021-09-11,2021,09,ciudad de méxico,016,miguel hidalgo,san miguel chapultepec ii seccion,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-09-12,2021,NA,contacto directo con la persona reportada,NA,NA,victima de delito
277,09015,2021-09-10,noticia,portal CNB,mujer,36,ciudad de mexico,mexicana,primaria,casado/a,familiar,1980-06-02,1980,09,ciudad de méxico,015,cuauhtémoc,san simon tolnahuac,se trasladaba a su domicilio,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
278,09013,2021-09-09,reporte,NA,hombre,15,mexico,mexicana,NA,soltero/a,otros,2021-09-07,2021,09,ciudad de méxico,013,xochimilco,ampliacion tepepan,se desconoce,localizado,con vida,2021-09-11,2021,NA,informe por institucion,NA,NA,ausencia deliberada con relaciones sexoafectivas
279,09013,2021-09-09,reporte,NA,mujer,15,NA,mexicana,NA,NA,NA,2021-09-07,2021,09,ciudad de méxico,013,xochimilco,ampliacion tepepan,se desconoce,localizado,con vida,2021-09-11,2021,NA,informe por institucion,NA,NA,ausencia deliberada con relaciones sexoafectivas
280,09013,2021-09-09,reporte,NA,hombre,17,NA,mexicana,NA,NA,NA,2021-09-07,2021,09,ciudad de méxico,013,xochimilco,ampliacion tepepan,se desconoce,localizado,con vida,2021-09-13,2021,buen estado de salud,contacto directo con la persona reportada,cuauhtemoc,NA,ausencia deliberada
281,09005,2021-09-09,reporte,NA,hombre,78,NA,s/d,NA,NA,familiar,2021-09-06,2021,09,ciudad de méxico,005,gustavo a. madero,vallejo,se vio en su domicilio,localizado,con vida,2021-09-22,2021,NA,informe dado por familiar,NA,NA,NA
282,09010,2021-09-09,noticia,portal CNB,hombre,33,ciudad de mexico,mexicana,preparatoria,NA,pareja o expareja,2021-09-06,2021,09,ciudad de méxico,010,álvaro obregón,acuilotla,iba rumbo a su trabajo,localizado,sin vida,2021-09-25,2021,NA,informe dado por otra fuente,NA,NA,NA
283,09014,2021-09-08,noticia,autoridades en general,mujer,13,NA,mexicana,NA,NA,familiar,2021-09-07,2021,09,ciudad de méxico,014,benito juárez,tlacoquemecatl,se desconoce,localizado,con vida,2021-09-09,2021,NA,informe por institucion,NA,NA,NA
284,09005,2021-09-07,noticia,portal CNB,hombre,35,NA,s/d,NA,NA,NA,2021-05-03,2021,09,ciudad de méxico,005,gustavo a. madero,santa isabel tola,ultimo contacto via telefonica o mensaje de texto,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
285,09010,2021-09-06,reporte,NA,hombre,58,ciudad de mexico,mexicana,NA,NA,NA,2021-09-02,2021,09,ciudad de méxico,010,álvaro obregón,bellavista,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-09-04,2021,buen estado de salud,informe dado por familiar,NA,NA,problemas de comunicacion
286,09007,2021-09-06,reporte,NA,mujer,13,NA,mexicana,secundaria,NA,familiar,2021-09-03,2021,09,ciudad de méxico,007,iztapalapa,NA,refirio problemas familiares antes de desaparecer,localizado,con vida,2021-09-05,2021,buen estado de salud,informe por institucion,cuauhtemoc,NA,problemas o violencia familiares
287,09007,2021-09-06,reporte,NA,hombre,68,ciudad de mexico,mexicana,NA,NA,familiar,2021-09-03,2021,09,ciudad de méxico,007,iztapalapa,desarrollo urbano quetzalcoatl,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-09-06,2021,mal estado sin violencia,informe dado por familiar,iztapalapa,en centro de salud u hospital,ausencia por enfermedad
288,09005,2021-09-06,noticia,portal CNB,hombre,12,ciudad de mexico,mexicana,primaria,soltero/a,familiar,2021-09-04,2021,09,ciudad de méxico,005,gustavo a. madero,ampliacion providencia,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-09-06,2021,buen estado de salud,informe por institucion,gustavo a. madero,NA,ausencia deliberada por actividades recreativas
289,09005,2021-09-06,noticia,portal CNB,hombre,12,ciudad de mexico,mexicana,primaria,soltero/a,familiar,2021-09-05,2021,09,ciudad de méxico,005,gustavo a. madero,ampliacion providencia,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-09-06,2021,buen estado de salud,informe por institucion,NA,NA,ausencia deliberada por actividades recreativas
290,09003,2021-09-06,noticia,portal CNB,mujer,22,ciudad de mexico,mexicana,preparatoria,NA,familiar,2021-08-31,2021,09,ciudad de méxico,003,coyoacán,culhuacan ctm seccion viii,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-09-12,2021,buen estado de salud,informe por institucion,NA,en casa de amigo o familiar,ausencia deliberada con relaciones sexoafectivas
291,09015,2021-09-06,noticia,portal CNB,hombre,35,ciudad de mexico,mexicana,preparatoria,union libre,pareja o expareja,2021-09-04,2021,09,ciudad de méxico,015,cuauhtémoc,centro (area 1),salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-09-05,2021,buen estado de salud,informe dado por familiar,NA,domicilio de la persona,ausencia deliberada por actividades recreativas
292,09013,2021-09-03,noticia,portal CNB,hombre,3,NA,mexicana,NA,NA,familiar,2021-05-31,2021,09,ciudad de méxico,013,xochimilco,la joya,se desconoce,localizado,con vida,2021-07-21,2021,buen estado de salud,informe dado por familiar,NA,se desconoce,NA
293,09013,2021-09-07,reporte,NA,mujer,28,ciudad de mexico,mexicana,preparatoria,NA,familiar,2021-08-14,2021,09,ciudad de méxico,013,xochimilco,cerrillos tercera seccion,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
294,09013,2021-09-03,noticia,portal CNB,mujer,22,mexico,mexicana,secundaria,union libre,familiar,2021-05-31,2021,09,ciudad de méxico,013,xochimilco,la joya,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-07-21,2021,buen estado de salud,informe dado por familiar,NA,se desconoce,NA
295,09005,2021-09-03,reporte,NA,hombre,46,ciudad de mexico,mexicana,NA,NA,familiar,2019-08-31,2019,09,ciudad de méxico,005,gustavo a. madero,industrial,se desconoce,localizado,con vida,2021-09-05,2021,buen estado de salud,informe dado por familiar,gustavo a. madero,domicilio de la persona,ausencia deliberada por actividades recreativas
296,09015,2021-09-02,reporte,NA,hombre,20,NA,se descono,NA,NA,otros,2021-03-12,2021,09,ciudad de méxico,015,cuauhtémoc,guerrero,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
297,09007,2021-09-01,noticia,redes sociales y reportes telefónicos,mujer,17,ciudad de mexico,mexicana,NA,NA,familiar,2021-08-28,2021,09,ciudad de méxico,007,iztapalapa,puente blanco,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-09-20,2021,buen estado de salud,informe por institucion,NA,agencia del ministerio público,NA
298,09017,2021-09-01,noticia,portal CNB,mujer,64,morelos,mexicana,preparatoria,soltero/a,NA,2017-11-21,2017,09,ciudad de méxico,017,venustiano carranza,20 de noviembre,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
299,09010,2021-09-01,noticia,autoridades en general,mujer,NA,ciudad de mexico,mexicana,NA,NA,familiar,2021-08-31,2021,09,ciudad de méxico,010,álvaro obregón,golondrinas 2a seccion,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,NA,NA,buen estado de salud,informe por institucion,NA,NA,NA
300,09005,2021-08-30,reporte,NA,hombre,46,ciudad de mexico,mexicana,NA,union libre,no especificado,2021-08-29,2021,09,ciudad de méxico,005,gustavo a. madero,magdalena de las salinas,se trasladaba a su domicilio,localizado,con vida,2021-08-30,2021,buen estado de salud,informe dado por familiar,NA,NA,NA
301,09012,2021-08-30,reporte,NA,mujer,29,veracruz,mexicana,NA,NA,pareja o expareja,2021-08-28,2021,09,ciudad de méxico,012,tlalpan,fuentes del pedregal,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-09-17,2021,buen estado de salud,informe por institucion,NA,NA,problemas o violencia familiares
302,09015,2021-08-30,noticia,sociedad civil y organismos internacionales,hombre,40,NA,mexicana,licenciatura,casado/a,familiar,2021-08-19,2021,09,ciudad de méxico,015,cuauhtémoc,roma norte,ultimo contacto via telefonica o mensaje de texto,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
303,09009,2021-08-30,noticia,portal CNB,mujer,26,ciudad de mexico,mexicana,preparatoria,soltero/a,otros,2021-08-27,2021,09,ciudad de méxico,009,milpa alta,san francisco tecoxpa,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
304,09017,2021-08-30,noticia,portal CNB,mujer,73,ciudad de mexico,mexicana,primaria,soltero/a,familiar,2021-08-26,2021,09,ciudad de méxico,017,venustiano carranza,zona centro,se desconoce,localizado,con vida,2021-08-31,2021,buen estado de salud,informe dado por familiar,venustiano carranza,domicilio de la persona,ausencia por crisis o conflicto emocional
305,09007,2021-08-26,noticia,autoridades en general,mujer,25,NA,mexicana,NA,NA,familiar,2018-06-28,2018,09,ciudad de méxico,007,iztapalapa,zacahuitzco,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
306,09005,2021-08-26,noticia,portal CNB,hombre,70,ciudad de mexico,mexicana,NA,casado/a,familiar,2021-08-20,2021,09,ciudad de méxico,005,gustavo a. madero,villa de aragon,victima de delito,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
307,09011,2021-08-26,reporte,NA,hombre,67,NA,venezolana,NA,NA,familiar,2021-08-25,2021,09,ciudad de méxico,011,tláhuac,santa ana poniente,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-08-26,2021,buen estado de salud,informe dado por familiar,NA,NA,ausencia por enfermedad
308,09007,2021-08-26,noticia,redes sociales y reportes telefónicos,mujer,17,NA,se descono,NA,NA,familiar,2021-08-25,2021,09,ciudad de méxico,007,iztapalapa,mixcoatl,ultimo contacto via telefonica o mensaje de texto,localizado,con vida,2021-08-26,2021,buen estado de salud,informe dado por familiar,ecatepec,NA,NA
309,09007,2021-08-25,noticia,portal CNB,mujer,23,ciudad de mexico,mexicana,secundaria,soltero/a,familiar,2021-08-22,2021,09,ciudad de méxico,007,iztapalapa,san juan xalpa,se desconoce,localizado,con vida,2021-08-28,2021,buen estado de salud,informe por institucion,NA,NA,ausencia deliberada
310,09007,2021-08-25,noticia,portal CNB,hombre,54,ciudad de mexico,mexicana,preparatoria,soltero/a,familiar,2021-08-18,2021,09,ciudad de méxico,007,iztapalapa,NA,refirio problemas familiares antes de desaparecer,localizado,con vida,2021-09-05,2021,NA,informe dado por familiar,gustavo a. madero,en un centro de detención,arresto o proceso legal
311,09014,2021-08-24,reporte,NA,mujer,15,NA,mexicana,secundaria,NA,familiar,2021-08-23,2021,09,ciudad de méxico,014,benito juárez,san pedro de los pinos,salio de su casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-08-31,2021,buen estado de salud,informe por institucion,NA,en otro domicilio alterno,ausencia deliberada
312,09003,2021-08-23,noticia,portal CNB,hombre,19,ciudad de mexico,mexicana,secundaria,soltero/a,familiar,2021-08-22,2021,09,ciudad de méxico,003,coyoacán,carmen serdan,se desconoce,localizado,con vida,2021-08-23,2021,NA,informe dado por familiar,NA,NA,arresto o proceso legal
313,09003,2021-08-21,noticia,portal CNB,mujer,29,ciudad de mexico,mexicana,licenciatura,union libre,familiar,2021-08-20,2021,09,ciudad de méxico,003,coyoacán,campestre churubusco,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-08-21,2021,mal estado por violencia,informe por institucion,NA,NA,victima de delito
314,09005,2021-08-21,reporte,NA,hombre,36,NA,se descono,NA,NA,familiar,2021-08-14,2021,09,ciudad de méxico,005,gustavo a. madero,palmatitla,se desconoce,localizado,con vida,2021-08-22,2021,buen estado de salud,informe dado por familiar,NA,domicilio de la persona,ausencia deliberada por actividades recreativas
315,09014,2021-08-21,reporte,NA,hombre,77,ciudad de mexico,mexicana,NA,NA,familiar,2021-08-20,2021,09,ciudad de méxico,014,benito juárez,portales norte,se desconoce,localizado,con vida,2021-08-22,2021,buen estado de salud,informe dado por familiar,benito juarez,en un lugar publico,extravio o desorientacion
316,09016,2021-08-21,reporte,NA,hombre,30,oaxaca,mexicana,NA,casado/a,familiar,2021-08-17,2021,09,ciudad de méxico,016,miguel hidalgo,anzures,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
317,09014,2021-08-20,noticia,redes sociales y reportes telefónicos,mujer,12,NA,mexicana,NA,NA,familiar,2021-08-20,2021,09,ciudad de méxico,014,benito juárez,narvarte poniente,se desconoce,localizado,con vida,2021-08-21,2021,buen estado de salud,informe por institucion,NA,NA,NA
318,09012,2021-08-20,reporte,NA,hombre,75,NA,mexicana,NA,NA,familiar,2021-08-19,2021,09,ciudad de méxico,012,tlalpan,tlalcoligia,salio de casa a realizar algua actividad y ya no regreso,localizado,con vida,2021-08-27,2021,buen estado de salud,informe dado por familiar,NA,NA,NA
319,09007,2021-08-20,reporte,NA,hombre,35,puebla,mexicana,NA,NA,familiar,2021-08-11,2021,09,ciudad de méxico,007,iztapalapa,central de abasto,victima de secuestro,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
320,09012,2021-08-20,reporte,NA,hombre,50,ciudad de mexico,mexicana,NA,NA,pareja o expareja,2021-08-18,2021,09,ciudad de méxico,012,tlalpan,san andres totoltepec,salio de casa a realizar una actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
321,09004,2021-08-20,noticia,portal CNB,hombre,54,ciudad de mexico,mexicana,licenciatura,divorciado/a,NA,2021-08-18,2021,09,ciudad de méxico,004,cuajimalpa de morelos,santa fe cuajimalpa,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
322,09010,2021-08-20,reporte,NA,hombre,74,ciudad de mexico,mexicana,NA,NA,familiar,2021-08-14,2021,09,ciudad de méxico,010,álvaro obregón,san bartolo ameyalco,iba rumbo a su trabajo,localizado,sin vida,2021-08-22,2021,NA,informe por institucion,NA,NA,extravio o desorientacion
323,09016,2021-08-20,reporte,NA,hombre,NA,NA,mexicana,preparatoria,union libre,pareja o expareja,2021-08-18,2021,09,ciudad de méxico,016,miguel hidalgo,mexico nuevo,iba rumbo a su trabajo,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
324,09005,2021-08-19,reporte,NA,hombre,62,ciudad de mexico,mexicana,NA,NA,familiar,2021-08-03,2021,09,ciudad de méxico,005,gustavo a. madero,santa isabel tola,se desconoce,localizado,sin vida,2021-08-06,2021,NA,informe dado por familiar,NA,NA,NA
